BuilderCompany;BuilderCompanyCode;BuilderObjectRu;BuildFinishDate;PDChangesBuildFinishDate
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СК ЛЕГИОН;;Челябинская область, город Челябинск, Центральный район, улица Академика Макеева, 28,  жилой дом № 11 (стр.);;
ООО Специализированный Застройщик Зеленый Мыс\t\t\t\t\t;;Российская Федерация, Тюменская область, город Тюмень, улица Алматинская, дом 4, ГП-4;;
ООО Специализированный застройщик ЭКО-Строй ;RDM_0897854597;Тюменская область, городской округ Тюмень, г. Тюмень, ул. Павла Шарова, дом 44;30.06.2021 0:00:00;
ООО СТРОИТЕЛЬНАЯ КОМПАНИЯ ПРОГРЕСС;RDM_2876724248;Свердловская область, г.Екатеринбург, ул. Мира, 39 - односекционный жилой дом №11.2в по ПЗУ - 2 очередь строительства, 2 этап строительства;31.12.2020 0:00:00;
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КЕМЕРОВО-СИТИ;RDM_2777964419;г. Кемерово, Центральный район, микрорайон 7Б, жилой дом № 26А, 26Б;30.06.2021 0:00:00;31.12.2022 0:00:00
ООО СЗ ГРАНЕЛЬ СТРОЙ;RDM_1810091923;Московская область, Красногорский район, жилой дом № 6.2. кадастровый номер з/уч. 50:11:0030102:271;31.12.2020 0:00:00;31.12.2021 0:00:00
АО Затонское;464;Московская область, Красногорский район, вблизи города Красногорска, кад. номер 50:11:0010104:595, корп. 18;30.06.2021 0:00:00;30.09.2022 0:00:00
ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СР-ГРУПП;RDM_0216960858;г. Москва, поселение Рязановское, с. Остафьево, Новомосковский административный округ, вторая очередь строительства, 1-й этап, жилой дом №8;30.09.2021 0:00:00;31.03.2022 0:00:00
АО МОСОТДЕЛСТРОЙ № 1;RDM_0230260727;г. Москва, ЮАО, ул. 6-я Радиальная, вл.7, корпус 30;;31.05.2023 0:00:00
ООО ГРАНДНЭКСТ;;г. Москва, ул. Лосиноостровская, вл. 45, корпус 1;;
ООО Комфортный дом;RDM_4217795189;Новосибирская область, город Новосибирск, Ленинский район, ул. Серафимовича, дом №2 (по генплану);30.09.2020 0:00:00;
ООО Арена;06065;Красноярский край, г. Красноярск, Свердловский район, жилой район Тихие зори, Жилой дом № 1 (строительный);31.12.2018 0:00:00;
ООО Аква Сити;04890;Г. Новосибирск, Ленинский район, улица 1-я Чулымская, 112/2 стр., жилой дом № 1 (по генплану) - I этап строительства);;
ООО База Крастехснаб;RDM_1421015798;г. Красноярск, Октябрьский район, ул. Норильская, 16 Г, стр 6, (4 этап строительства) жилой дом №1;01.12.2018 0:00:00;
ООО ЭКОСТРОЙ;04132;Новосибирская область, город Новосибирск, Заельцовский район, ул. Кубовая, жилой дом 1, кадастровый номер 54:35:000000:28169;31.12.2018 0:00:00;
ООО База Крастехснаб;RDM_1421015798;г. Красноярск, Октябрьский район, ул. Норильская, 16 Г, стр 6, (4 этап строительства) жилой дом №1;01.12.2018 0:00:00;
СП ООО Сибакадемстрой;1890;Новосибирская область, г. Новосибирск, Кировский район, ул. Немировича-Данченко, 150 стр. жилой дом №3;01.09.2017 0:00:00;01.09.2018 0:00:00
ООО КрасИнженерПроект;RDM_3926843699;г. Красноярск, Свердловский район, 5 жилой квартал, жилой дом № 2;31.12.2018 0:00:00;31.12.2019 0:00:00
ООО Финансово-строительная компания Родные берега;05765;г. Иркутск, Октябрьский район, застройка в границах улиц Сибирская, ул. 6-ая Советская, ул. Дальневосточная, блок -секция №4;01.12.2018 0:00:00;
ООО Сибградстрой Инвест;RDM_2643649026;"г. Омск, КАО, микрорайон ""Прибрежный"" 5А, жилой дом №10";01.03.2019 0:00:00;
ООО Берег 1-2;01049;г. Омск, Советский АО, ул. Красный путь, д.143, жилой дом № 1.2;01.06.2018 0:00:00;
ООО База Крастехснаб;RDM_1421015798;г. Красноярск, Октябрьский район, ул. Норильская, 16 Г, стр 6, (4 этап строительства) жилой дом №1;01.12.2018 0:00:00;
ООО Квартал;929;Новосибирская область, г. Новосибирск, Заельцовский район, ул. Лобачевского, 59 (стр), дом 2 стр.;01.06.2018 0:00:00;
ООО ДСК КПД-Газстрой;909;Новосибирская обл., г. Новосибирск, Ленинский район, ул. Титова, жилой дом №19 (по генплану);31.12.2018 0:00:00;
Акционерное общество Управление капитального строительства г.Иркутска (!Застройщик!);;г. Иркутск, Куйбышевский район, ул. Баррикад, блок секции 23;;
ООО СДС-Строй;00925;Новосибирская область, город Новосибирск, Ленинский район, ул. 1-я Чулымская, 112/4, жилой дом 1а;01.06.2018 0:00:00;
ООО Горпроект (!Застройщик!);;"г. Омск, Кировский административный округ, микрорайон ""Кристалл -2"", жилой дом №7";;
ООО Строительная компания Этажи;RDM_2604925120;г. Красноярск, Кировский район,ул. Кутузова, жилой дом №1 (квартал 1);01.12.2018 0:00:00;
ООО ДСК КПД-Газстрой;909;Новосибирская обл., г. Новосибирск, Ленинский район, ул. Титова, 254, жилой дом №19 (по генплану);31.12.2018 0:00:00;
ООО Краснообск. Монтажспецстрой;1904;Новосибирская область, г. Новосибирск, Первомайский район, ул. Марии Ульяновой, 11стр., дом №3 (по генплану);01.12.2019 0:00:00;
Холдинговая компания Группа компаний Стрижи, ООО (!Застройщик!);00785;Новосибирская область, г. Новосибирск, Калининский район, ул. Мясниковой, 30 стр, жилой дом 1;;
ООО СтройЭверест-Н;04765;Новосибирская обл., г. Новосибирск, Октябрьский район, ул. Пролетарская, 271/5 строительный, дом №1 по ген. плану;;
ООО Альфа;01665;"г. Красноярск, Советский район, квартал жилых домов №2, в 3-ем микрорайоне жилого массива ""Солнечный"", дом № 3";01.06.2018 0:00:00;
ООО Зеленый дом;05176;"Новосибирская область, Новосибирский район, Мичуринский сельсовет, установлено относительно ориентира, расположенного за пределами участка. Ориентир п. Элитный. Участок находится примерно в 2 км. От ориентира по направлению на юго-запад. Микрорайон ""Березки 3"" многоквартирные дома № 39(стр.)";;
